Date,Open,High,Low,Close,Volume
2025-04-21,24105.2,24166.48,24046.29,24137.34,552241
2025-04-22,24151.49,24209.85,24129.36,24181.08,573000
2025-04-23,24172.54,24248.12,24122.41,24192.29,777793
2025-04-24,24194.69,24248.2,24161.18,24204.35,753317
2025-04-25,24156.39,24200.05,24121.25,24160.4,673739
2025-04-28,24241.19,24265.4,24154.42,24220.14,477526
2025-04-29,24266.68,24324.08,24253.43,24276.3,636589
2025-04-30,24253.56,24301.81,24193.15,24246.03,346709
2025-05-01,24154.44,24189.01,24138.51,24155.05,790406
2025-05-02,24195.31,24214.38,24142.76,24183.17,720810
2025-05-05,24270.89,24306.02,24232.79,24260.76,876399
2025-05-06,24236.51,24238.69,24204.51,24235.89,561441
2025-05-07,24251.82,24305.3,24171.15,24253.86,748754
2025-05-08,24319.97,24329.16,24265.07,24280.61,871557
2025-05-09,24344.1,24397.99,24278.63,24341.94,477112
2025-05-12,24351.89,24386.81,24336.61,24374.77,625681
2025-05-13,24309.42,24338.07,24278.84,24321.08,556637
2025-05-14,24340.4,24394.98,24284.93,24373.89,544548
2025-05-15,24345.01,24401.79,24313.58,24357.98,339204
2025-05-16,24332.33,24381.71,24296.62,24361.73,324266
2025-05-19,24437.6,24485.37,24388.03,24417.08,640876
2025-05-20,24353.58,24405.8,24278.57,24308.72,436603
2025-05-21,24368.07,24417.77,24314.55,24362.54,820917
2025-05-22,24284.64,24310.28,24240.16,24299.94,798344
2025-05-23,24252.18,24323.23,24235.5,24267.12,325568
2025-05-26,24316.04,24360.42,24270.6,24341.66,132524
2025-05-27,24387.86,24489.0,24350.01,24415.76,353162
2025-05-28,24363.48,24390.02,24316.65,24368.54,832226
2025-05-29,24329.13,24343.8,24265.56,24308.76,779637
2025-05-30,24211.26,24270.08,24168.65,24219.27,498079
2025-06-02,24134.44,24195.52,24114.35,24169.98,757486
2025-06-03,24310.48,24318.5,24252.92,24268.15,430229
2025-06-04,24243.26,24290.89,24198.4,24281.28,140641
2025-06-05,24235.84,24299.52,24188.75,24223.63,783379
2025-06-06,24256.05,24282.27,24163.0,24217.72,194936
2025-06-09,24163.65,24186.37,24089.61,24139.61,659913
2025-06-10,24152.09,24185.86,24074.01,24136.26,209769
2025-06-11,24140.62,24219.83,24115.88,24180.17,140136
2025-06-12,24114.0,24120.33,24072.38,24097.62,693745
2025-06-13,24137.59,24186.98,24105.51,24151.88,142083
2025-06-16,24248.63,24264.02,24234.69,24249.03,316215
2025-06-17,24277.85,24336.4,24232.66,24306.81,295236
2025-06-18,24250.73,24307.69,24176.22,24275.75,723999
2025-06-19,24313.93,24429.7,24267.32,24334.28,532849
2025-06-20,24316.12,24371.61,24220.37,24277.75,330195
2025-06-23,24198.35,24304.65,24179.26,24216.46,210551
2025-06-24,24320.72,24372.81,24271.78,24348.39,816600
2025-06-25,24226.13,24324.38,24189.15,24274.35,307973
2025-06-26,24264.61,24299.6,24227.19,24228.18,519750
2025-06-27,24228.52,24289.33,24186.93,24214.98,151161
2025-06-30,24211.58,24233.35,24195.85,24222.42,462864
2025-07-01,24254.71,24306.53,24193.91,24303.72,605694
2025-07-02,24331.77,24357.82,24316.09,24353.37,388746
2025-07-03,24421.07,24484.63,24402.56,24436.95,285998
2025-07-04,24526.19,24539.5,24451.36,24485.27,434075
2025-07-07,24487.13,24541.57,24474.78,24504.92,560099
2025-07-08,24436.62,24473.42,24366.52,24423.43,198242
2025-07-09,24399.78,24458.9,24346.14,24434.28,661187
2025-07-10,24385.42,24441.19,24345.84,24392.51,754600
2025-07-11,24371.78,24397.57,24330.76,24351.31,487549
2025-07-14,24323.71,24386.57,24312.52,24336.19,593753
2025-07-15,24435.1,24480.58,24397.32,24463.62,219210
2025-07-16,24541.03,24580.58,24485.19,24525.87,502480
2025-07-17,24601.61,24644.87,24552.44,24589.78,870412
2025-07-18,24532.9,24534.16,24498.8,24526.91,152583
2025-07-21,24551.44,24584.47,24489.56,24528.89,882320
2025-07-22,24508.26,24541.25,24485.94,24517.7,443458
2025-07-23,24544.84,24559.23,24498.64,24537.27,818889
2025-07-24,24566.82,24668.79,24529.3,24589.33,694787
2025-07-25,24577.62,24630.79,24550.53,24582.9,211620
2025-07-28,24593.41,24645.92,24580.27,24592.05,718843
2025-07-29,24590.48,24701.35,24571.54,24633.99,561202
2025-07-30,24648.39,24704.57,24608.78,24660.45,757884
2025-07-31,24725.05,24744.06,24670.2,24710.92,381719
2025-08-01,24516.78,24608.19,24467.45,24548.73,536858
2025-08-04,24477.34,24502.15,24449.28,24491.62,422621
2025-08-05,24486.49,24492.19,24469.13,24484.31,360748
2025-08-06,24486.26,24523.46,24419.78,24425.51,389023
2025-08-07,24381.89,24425.83,24329.53,24362.27,538293
2025-08-08,24199.27,24226.37,24121.96,24210.2,221156
2025-08-11,24220.42,24273.2,24205.1,24251.86,529366
2025-08-12,24226.68,24249.36,24190.81,24233.89,737189
2025-08-13,24180.82,24220.18,24165.3,24180.17,184580
2025-08-14,24307.09,24336.71,24230.05,24285.13,655757
2025-08-15,24248.37,24280.57,24219.66,24259.0,476303
2025-08-18,24329.44,24357.59,24242.91,24312.61,102621
2025-08-19,24350.59,24401.99,24292.7,24328.41,242769
2025-08-20,24362.75,24395.66,24337.19,24367.53,796566
2025-08-21,24262.03,24289.19,24219.29,24246.38,313494
2025-08-22,24231.03,24261.7,24221.75,24238.38,323906
2025-08-25,24214.18,24275.19,24184.94,24213.63,543188
2025-08-26,24226.37,24297.86,24179.25,24256.78,298834
2025-08-27,24426.8,24481.06,24404.75,24425.88,307905
2025-08-28,24536.51,24572.92,24486.16,24519.31,272363
2025-08-29,24610.37,24611.42,24584.34,24598.72,788353
2025-09-01,24507.18,24533.92,24478.3,24512.02,217987
2025-09-02,24547.09,24580.57,24508.96,24526.87,886283
2025-09-03,24502.63,24569.14,24452.21,24514.44,285078
2025-09-04,24426.57,24448.93,24415.16,24431.19,788846
2025-09-05,24425.18,24496.21,24398.18,24452.49,673386
2025-09-08,24528.56,24581.68,24420.11,24514.93,505939
2025-09-09,24528.08,24546.45,24491.03,24536.71,888415
2025-09-10,24598.64,24598.73,24564.45,24593.94,409426
2025-09-11,24680.76,24773.46,24659.59,24676.89,148185
2025-09-12,24656.13,24685.71,24631.1,24656.22,285378
2025-09-15,24781.72,24797.53,24748.51,24775.55,275710
2025-09-16,24741.05,24773.75,24667.7,24726.05,668405
2025-09-17,24712.97,24764.56,24656.72,24714.72,454138
2025-09-18,24724.74,24740.04,24651.26,24713.64,797536
2025-09-19,24692.78,24750.28,24686.94,24689.3,867748
2025-09-22,24612.91,24616.0,24575.0,24601.23,390550
2025-09-23,24661.85,24694.34,24657.82,24666.73,636987
2025-09-24,24800.85,24831.58,24690.46,24780.03,340046
2025-09-25,24824.75,24884.34,24772.84,24812.17,855972
2025-09-26,24804.17,24848.3,24792.31,24821.04,153664
2025-09-29,24797.68,24828.63,24778.37,24800.93,584843
2025-09-30,24815.53,24853.98,24762.79,24830.49,222554
2025-10-01,24831.81,24886.18,24783.41,24867.62,713966
2025-10-02,24854.47,24878.47,24847.49,24858.71,650534
2025-10-03,24851.12,24926.04,24811.06,24824.52,487204
2025-10-06,24687.02,24713.87,24663.53,24673.36,754537
2025-10-07,24673.26,24718.79,24627.35,24673.44,655544
2025-10-08,24768.47,24792.04,24748.16,24759.87,295930
2025-10-09,24778.78,24813.7,24742.5,24765.53,788676
2025-10-10,24699.46,24724.01,24627.69,24674.99,614573
2025-10-13,24644.56,24658.15,24592.61,24627.72,462334
2025-10-14,24576.43,24615.03,24480.97,24533.77,791705
2025-10-15,24434.83,24449.36,24340.08,24411.64,227664
2025-10-16,24469.45,24554.06,24433.64,24504.22,386572
2025-10-17,24519.39,24563.03,24485.21,24516.71,535218
2025-10-20,24567.31,24581.56,24488.86,24546.51,473600
2025-10-21,24412.12,24431.06,24391.75,24416.12,675566
2025-10-22,24419.57,24505.4,24403.48,24450.77,893268
2025-10-23,24495.68,24547.3,24462.29,24494.67,707003
2025-10-24,24559.62,24594.38,24553.02,24571.85,619392
2025-10-27,24466.33,24537.42,24426.36,24510.95,882891
2025-10-28,24433.56,24459.95,24379.34,24436.07,205573
2025-10-29,24536.34,24593.93,24493.88,24514.67,140300
2025-10-30,24569.69,24615.99,24551.16,24555.38,795132
2025-10-31,24553.67,24593.4,24513.48,24539.52,736671
2025-11-03,24590.32,24602.14,24557.99,24586.87,443699
2025-11-04,24673.11,24703.25,24669.14,24694.35,129016
2025-11-05,24739.5,24788.29,24703.46,24714.78,188643
2025-11-06,24744.1,24811.96,24737.67,24748.57,556428
2025-11-07,24794.88,24831.52,24782.31,24806.98,655718
2025-11-10,24857.48,24859.53,24835.99,24853.75,299360
2025-11-11,24882.04,24924.77,24807.6,24847.28,359812
2025-11-12,24864.67,24889.81,24802.66,24854.41,316606
2025-11-13,24750.52,24761.61,24679.95,24743.38,464937
2025-11-14,24648.41,24710.1,24631.06,24666.53,355675
2025-11-17,24863.81,24867.22,24820.51,24824.61,491610
2025-11-18,24808.02,24856.1,24760.06,24789.85,741394
2025-11-19,24721.86,24743.1,24674.62,24688.96,123576
2025-11-20,24808.99,24872.11,24759.37,24771.96,224719
2025-11-21,24858.2,24907.8,24814.15,24881.9,197303
2025-11-24,24823.09,24872.56,24801.88,24805.13,791447
2025-11-25,24825.14,24846.04,24800.89,24809.14,361264
2025-11-26,24761.76,24808.33,24744.87,24797.93,435116
2025-11-27,24788.72,24806.74,24760.94,24781.42,422719
2025-11-28,24723.84,24764.11,24641.27,24732.9,784681
2025-12-01,24645.22,24685.74,24627.04,24685.03,505198
2025-12-02,24673.39,24725.52,24623.42,24657.39,639505
2025-12-03,24688.62,24721.98,24656.75,24692.56,562857
2025-12-04,24681.98,24699.83,24659.4,24683.13,872631
2025-12-05,24714.22,24714.49,24677.16,24699.02,237750
2025-12-08,24712.0,24719.16,24665.0,24710.35,130319
2025-12-09,24709.64,24717.31,24659.56,24700.61,384535
2025-12-10,24638.49,24697.25,24613.76,24663.48,655248
2025-12-11,24629.88,24655.92,24556.23,24614.02,862635
2025-12-12,24586.39,24631.48,24549.84,24593.61,430608
2025-12-15,24574.16,24610.24,24554.31,24594.65,636627
2025-12-16,24503.42,24559.94,24459.76,24510.66,327919
2025-12-17,24480.6,24496.57,24417.83,24465.5,116435
2025-12-18,24497.14,24540.01,24485.77,24526.37,473547
2025-12-19,24493.05,24532.31,24448.04,24479.36,424445
2025-12-22,24481.08,24498.38,24453.08,24488.7,573780
2025-12-23,24442.59,24490.94,24323.36,24405.09,618531
2025-12-24,24497.3,24557.58,24437.46,24482.72,441977
2025-12-25,24572.41,24621.6,24543.62,24565.83,436645
2025-12-26,24599.66,24612.64,24544.85,24583.26,577691
2025-12-29,24582.4,24612.5,24511.32,24592.82,436737
2025-12-30,24632.35,24673.99,24616.73,24622.79,441234
2025-12-31,24612.76,24642.56,24565.32,24616.64,424412
2026-01-01,24564.9,24633.57,24514.18,24576.0,693557
2026-01-02,24634.98,24692.95,24607.3,24629.82,618194
2026-01-05,24585.73,24640.85,24533.72,24588.21,213202
2026-01-06,24642.33,24704.62,24591.58,24615.26,478594
2026-01-07,24699.93,24713.29,24655.66,24693.65,313977
2026-01-08,24630.87,24648.48,24577.32,24623.97,244089
2026-01-09,24613.88,24658.86,24591.53,24617.26,777082
2026-01-12,24645.93,24712.04,24592.0,24620.07,563516
2026-01-13,24455.34,24504.59,24406.9,24492.68,550277
2026-01-14,24427.83,24490.5,24405.4,24464.98,881006
2026-01-15,24447.6,24511.27,24444.99,24471.29,503977
2026-01-16,24396.18,24424.22,24391.18,24395.8,439629
2026-01-19,24418.16,24471.69,24358.36,24457.86,458603
2026-01-20,24538.73,24578.9,24507.36,24560.0,786098
2026-01-21,24664.52,24685.43,24603.86,24650.81,512035
2026-01-22,24788.65,24811.2,24755.46,24777.91,422209
2026-01-23,24733.0,24772.3,24720.21,24762.4,134893
2026-01-26,24849.92,24874.94,24817.9,24835.88,327240
2026-01-27,24889.32,24902.17,24852.45,24858.32,319398
2026-01-28,24829.39,24841.01,24755.58,24786.28,713033
2026-01-29,24735.09,24753.97,24681.36,24731.54,462184
2026-01-30,24715.42,24744.19,24681.32,24709.48,367863
2026-02-02,24602.71,24650.02,24601.75,24604.72,689033
2026-02-03,24639.42,24657.3,24584.68,24605.35,474684
2026-02-04,24619.84,24659.97,24575.35,24609.24,463336
2026-02-05,24765.73,24808.29,24734.75,24784.54,797791
2026-02-06,24821.78,24824.58,24785.02,24804.83,754813
2026-02-09,24877.76,24922.97,24852.3,24890.03,795858
2026-02-10,24937.52,24976.1,24875.2,24925.57,151502
2026-02-11,24860.85,24945.2,24824.38,24886.38,719194
2026-02-12,24827.94,24858.72,24821.59,24830.21,199178
2026-02-13,24846.75,24882.99,24793.64,24797.83,663778
2026-02-16,24755.79,24832.37,24715.32,24779.73,281337
2026-02-17,24856.47,24890.06,24804.97,24851.71,206492
2026-02-18,24952.17,24953.5,24873.62,24928.77,664220
2026-02-19,24902.58,24924.11,24865.59,24907.24,334055
2026-02-20,24916.04,24960.53,24855.31,24894.38,837757
2026-02-23,24857.96,24886.26,24812.34,24848.46,814724
2026-02-24,24826.85,24878.71,24802.57,24839.1,248723
2026-02-25,24841.92,24910.29,24835.87,24857.71,880378
2026-02-26,24830.58,24865.91,24779.69,24826.5,613788
2026-02-27,24801.17,24870.48,24780.3,24837.02,631730
2026-03-02,24775.05,24828.34,24721.87,24800.7,155658
2026-03-03,24887.74,24923.34,24860.85,24883.78,109157
2026-03-04,24875.15,24927.47,24866.19,24899.57,258079
2026-03-05,24862.24,24908.25,24824.23,24867.27,590763
2026-03-06,24930.31,24980.6,24902.63,24954.67,784483
2026-03-09,24876.56,24907.47,24843.33,24851.5,311429
2026-03-10,24863.7,24874.16,24839.79,24845.65,664665
2026-03-11,24949.76,24977.7,24901.72,24940.72,608044
2026-03-12,25021.09,25034.09,24998.28,25017.28,212513
2026-03-13,25056.93,25084.78,25019.54,25067.63,620879
2026-03-16,25044.21,25092.54,25008.53,25067.42,413247
2026-03-17,25174.24,25199.04,25089.31,25131.66,296901
2026-03-18,25190.56,25239.7,25150.84,25178.17,663289
2026-03-19,25242.9,25283.96,25207.32,25246.15,289367
2026-03-20,25195.56,25222.38,25171.35,25186.62,315577
2026-03-23,25275.77,25287.17,25197.52,25256.55,495902
2026-03-24,25229.74,25242.15,25181.7,25203.45,498523
2026-03-25,25161.81,25192.33,25073.26,25127.99,441855
2026-03-26,25144.34,25211.7,25095.42,25129.46,360501
2026-03-27,25110.66,25132.26,25064.8,25127.14,735423
2026-03-30,25208.32,25259.46,25144.13,25206.69,753330
2026-03-31,25206.03,25226.9,25179.31,25195.83,809423
2026-04-01,25215.71,25232.8,25165.6,25217.33,717808
2026-04-02,25159.88,25220.02,25136.79,25158.17,431857
2026-04-03,25023.63,25130.45,24984.56,25085.57,163933
2026-04-06,25099.25,25117.52,25039.27,25065.57,161245
2026-04-07,25099.73,25141.38,25063.47,25102.93,331463
2026-04-08,25296.67,25308.75,25255.36,25262.11,694128
2026-04-09,25219.25,25269.87,25156.84,25200.23,612069
2026-04-10,25320.1,25381.45,25298.09,25311.82,497640
2026-04-13,25337.54,25352.12,25257.07,25296.58,217150
2026-04-14,25370.57,25443.58,25338.19,25384.45,509959
2026-04-15,25352.8,25377.29,25270.85,25297.24,474130
2026-04-16,25317.05,25351.58,25265.94,25315.12,189919
2026-04-17,25289.5,25375.91,25233.93,25326.76,636308
2026-04-20,25287.41,25339.79,25225.23,25301.61,679255
2026-04-21,25289.49,25292.24,25263.35,25287.04,710991
2026-04-22,25252.35,25313.19,25197.91,25288.98,856864
